10ng_OT_30k_20SPD_1CV
6,29274560770857
5,58275695240826
2,882021282791
6,29617533552537
2,92569781662127
5,05163910192087
2,99429237295728
2,66909818036841
6,77049269369983
8,48136691872133
6,69993829289708
10,4220329074685
2,925907799957
5,97367592907827
2,99520230074541
8,94934977960149
8,31722994463159
4,7586773513654
7,10044650856508
2,99093263958572
5,24156902908185
4,41860933916284
8,41438223462586
6,31003423568306
6,45810748459002
2,92562782217603
4,75262283185206
3,20007604196531
2,60218349071818
3,24144275910264
11,8267864262292
2,92737768330705
5,1543909475344
2,30414714288274
2,95964512256307
5,73373497079272
8,31701996129587
16,6315201225631
2,71214476419151
7,27475017582605
2,80670725971187
2,91232887758028
3,40026015535407
7,85698146995054
6,04178052429759
2,60750306855648
5,05664370475559
8,50180529673165
7,31210971097334
2,92772765553326
7,17621549553827
2,64418015786267
3,49307278974341
6,40823644235593
5,2910201046445
4,13061719421947
9,12622574272506
2,85962306031393
5,5240316128512
2,87754163829558
6,85189623351491
8,19235985432196
4,83535626612672
2,90875916087299
8,19382973767202
2,81363670979071
2,83148529332712
2,90959909421588
2,88895073286984
2,92499787216886
6,03072140194954
7,6602620816012
2,92870757776663
6,82286603735128
5,61341451942374
5,16660497822893
8,0410318637113
4,14706588885106
7,52594274118406
2,81580653759318
7,39389822023724
3,26650077049885
7,25446928531752
2,92072821100917
5,04302978515625
4,83777107448753
7,00077441854214
2,73251314775659
4,14923571665353
3,27231030945384
2,60029364069667
9,30058190581995
4,06275757955849
5,31061854931193
7,8042756526842
4,58187138268707
12,1637046883959
3,99003335095327
6,87940405049455
8,88086021493334
8,20810860450115
2,8683023715238
6,99139516287987
2,33851441549599
2,58790462388905
7,90496266216313
7,23252602673452
3,01046108980791
6,59298678056909
4,40951006128154
7,64906297036267
20,045989150301
3,00780130088876
3,01011111758171
3,73021397021932
3,36277812992761
12,8585395463016
2,8720820715668
3,42412826118119
8,11277617008314
6,89077814784619
10,339369467639
3,1741780972262
2,92919753888331
7,19675886521646
2,94291645015052
9,59287870914564
4,83899597727924
2,96468472262041
3,03474916230648
3,45258100317159
11,3940107713052
3,38029423984913
6,62483425315367
2,47990319488245
3,8904837512095
3,09081471294438
3,5739863684418
2,9281476222047
6,13588805592388
2,60757306300172
6,16105105898796
9,04237239732655
6,78008193269782
5,3743484917037
3,05945720147649
8,09965221160049
8,40122327892058
6,72884599878154
7,08175799168578
2,7690502481723
5,62823584320348
8,22336739356365
2,56949608479071
6,13977274763475
8,00512471330275
3,92486852243406
12,9931388644997
2,71431459199398
2,85920309364249
5,36255442768062
8,97454777988819
6,97438651268635
2,96251489481795
3,78676948197391
8,7467158606293
6,02281202963733
6,78386163274083
2,6630786580777
2,99506231185493
4,54582424338804
6,89571275623566
5,56186361050387
8,35957658400229
7,9805216658006
2,89581018850344
7,33275807231938
6,03649594368191
8,02717296355361
2,78696882615396
8,81531041696531
5,98029040415353
6,03807081869983
9,90960357386038
3,28245950401376
5,02252141270069
2,37106183253297
5,57498756898653
6,35367577229071
2,97714373387328
7,73452618800172
3,19118674741972
6,90659689247061
8,69988957676319
6,00384353497706
6,17396503413489
3,14877011360378
2,96349481705132
6,31222156209683
4,45199668954272
8,4970806716779
7,2292362878082
3,96644522290711
6,58010780264478
4,9642510370377
2,92562782217603
5,56522334387543
6,2259359097262
2,89672011629157
3,5549478793363
7,11227556981078
2,9214631526842
2,68407699164994
8,27908297197534
7,21901709880304
9,58356944792861
5,31208843266198
2,73720277558773
3,31906659887471
9,11684648706279
8,75000559955562
3,34160481024226
6,35598558898366
6,32756784421588
7,54526120807053
6,48274552931479
3,12528697722549
6,68502947606078
7,76539373835292
3,55879757382454
8,26053444398653
3,35322388815224
7,93890996810493
8,76239461636325
6,13602804481436
9,22092822713589
6,35374576673595
8,53883235826405
3,73987320366256
7,98804606866399
2,95257568359375
5,51041769325186
3,03411921229931
2,96447473928469
7,41276172322964
3,17162329997491
6,54479560502079
9,58426939238102
4,8423557106508
2,91456869982798
7,46826731830562
3,21393494212299
2,71060488639622
3,24403255357655
2,78031935385608
2,64865980235808
2,92702771108085
7,14898765633959
7,39428318968607
5,3894322946531
2,78451902057053
5,94928286491184
9,99905647487815
3,50105215650086
6,36588980298523
6,38258347817517
2,99856203411697
3,2379430368406
4,69218262838661
5,87904343911267
8,16696936931085
9,22491791051462
8,01576386897936
2,65943894692517
6,26138809624068
5,88567541279924
3,62739213016055
6,34996606669295
3,04811810134748
6,09301645821388
8,46106852960149
6,96397483895678
11,5384443090596
2,80208762632597
6,51835520333106
4,96589590650086
6,92777021215596
7,73095647129444
5,82343285236884
11,0377040478068
5,39025472938468
7,74859507149513
5,82444777182483
7,04616581628082
5,25686281536697
4,14647093606651
3,10390367420442
6,80412502463804
2,92408794438073
2,97350402272076
2,56263662915711
2,9842131728426
2,92149814990682
2,94130657790998
6,28994582989894
8,078583883583
4,98388447892775
3,06281693484805
8,04089187482082
6,52005256862815
7,42984036786841
5,98657240561389
5,33725143572606
2,99436236740252
8,79564197785264
6,34545142497491
5,45569953568485
4,90419580302107
2,66461853587299
3,03411921229931
2,45834490574828
5,71266664277523
2,92086819989966
2,94963591689364
9,47709039810601
11,7727682131146
2,57880534600774
2,92226808880447
7,43767974573538
2,93164734446674
3,93697756146072
2,94172654458142
7,79248158866112
6,37075441692947
7,65879219825115
5,55174941316657
6,23960232515948
2,10249314614392
8,29997631387973
6,00083377383171
4,04333412100416
6,09616620824971
2,92688772219037
8,53218288596617
4,77073389455813
5,03253061837013
2,550107623459
5,22190058996918
5,36668409994983
5,23950419294725
8,15239302608945
6,08395217755519
12,1519106243728
6,36239008072319
10,2973378032719
4,34969980782325
6,28984083823108
7,80987520830347
8,36650603408114
4,82534706045728
5,23120985118621
2,89308040513905
2,73041331439937
2,92065821656393
5,4511673953555
2,5753056237457
7,3703450894137
2,94571622796015
8,40878267900659
2,96251489481795
4,8593293636217
5,86112486113102
5,27152665164493
7,52520779950903
7,23567577677036
3,27839982618979
2,95894517811067
6,04003066316657
2,92898755554759
3,13225142452695
2,9327672555906
8,03690219144209
2,96461472817517
7,77176323286984
2,89679011073681
2,85381352135895
7,080078125
11,661214566012
6,44718835113245
7,55208566648151
6,69185393447176
5,46208652881307
11,3857164295442
8,562070514084
5,32727722727924
6,14173259210149
6,82456340264837
8,67434160425029
7,05061046355361
5,92125008959289
4,1030743800172
7,24470506020642
